Fauna/Flora;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria de Ameaça;Sigla Categoria de Ameaça;Bioma;Principais Ameaças;Presença em Áreas Protegidas;Plano de Ação Nacional para Conservação (PAN);Ordenamento Pesqueiro ;Nível de Proteção na Estratégia Nacional;Espécie exclusiva do Brasil;Estados de Ocorrência
Fauna;Peixes Marinhos;Ariidae;Genidens planifrons;Bagre-marinho;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;RS
Fauna;Aves;Scleruridae;Geositta poeciloptera;Andarilho;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Queimadas";Sim;Sim;Não;4;Não;"BA; DF; GO; MG; MS; MT; PR; SP; TO"
Fauna;Peixes Marinhos;Ginglymostomatidae;Ginglymostoma cirratum;Tubarão-lixa;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Poluição";Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP"
Fauna;Invertebrados Terrestres;Gonyleptidae;Giupponia chagasi;Opilião;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Especies Exoticas; Mineracao";Não;Sim;Não;2;Sim;BA
Fauna;Peixes Continentais;Characidae;Glandulocauda caerulea;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Poluição";Sim;Sim;Não;2;Sim;PR
Fauna;Peixes Continentais;Trichomycteridae;Glaphyropoma spinosum;Bagrinho-de-caverna;Vulnerável (VU);VU;Caatinga;Mineracao;Sim;Não;Não;2;Sim;BA
Fauna;Aves;Trochilidae;Glaucis dohrnii;Balança-rabo-canela;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Mineracao; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Sim;Não;4;Sim;"BA; ES; MG"
Fauna;Invertebrados Terrestres;Pieridae;Glennia pylotis;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Não;"ES; RJ; SP"
Fauna;Invertebrados Terrestres;Glomerodesmidae;Glomeridesmus spelaues;Piolho-de-cobra;Criticamente em Perigo (CR);CR;Amazônia;"Agropecuária; Mineracao; Poluição Assoreamento";Não;Não;Não;1;Sim;PA
Fauna;Mamíferos;Phyllostomidae;Glyphonycteris behnii;Morcego;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;"BA; DF; GO; MG; MS; MT; RO; TO"
Fauna;Invertebrados Terrestres;Formicidae;Gnamptogenys wilsoni;Formiga;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Poluição";Não;Não;Não;0;Sim;BA
Fauna;Répteis;Sphaerodactylidae;Gonatodes tapajonicus;Desconhecido;Em Perigo (EN);EN;Amazônia;"Extracao Florestal; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;3;Sim;PA
Fauna;Invertebrados Terrestres;Strophocheilidae;Gonyostomus insularis;Caracol-da-ilha;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Especies Exoticas; Poluição; Queimadas";Sim;Não;Não;1;Sim;SP
Fauna;Aves;Grallariidae;Grallaria varia distincta;Tovacuçu;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;4;Sim;"AM; MT; PA; RO"
Fauna;Aves;Grallariidae;Grallaria varia intercedens;Tovacuçu;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"BA; ES; MG"
Fauna;Aves;Psittacidae;Guaruba guarouba;Ararajuba;Vulnerável (VU);VU;Amazônia;"Extracao Direta:Caça/Pesca; Extracao Florestal";Sim;Sim;Não;5;Sim;"AM; MA; MT; PA; RO"
Fauna;Aves;Thraupidae;Gubernatrix cristata;Cardeal-amarelo;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;4;Não;RS
Fauna;Mamíferos;Cricetidae;Gyldenstolpia planaltensis;Rato-do-mato;Em Perigo (EN);EN;Cerrado;Agropecuária;Sim;Não;Não;3;Sim;"DF; GO; MT"
Fauna;Peixes Continentais;Cichlidae;Gymnogeophagus setequedas;Acará;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;2;Não;"MS; PR"
Fauna;Peixes Marinhos;Gymnuridae;Gymnura altavela;Raia-manteiga;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"ES; PR; RJ; RS; SC; SP"
Fauna;Invertebrados Terrestres;Chactidae;Hadrurochactas araripe;Escorpião;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Mineracao; Poluição";Sim;Não;Não;3;Sim;PE
Fauna;Invertebrados Terrestres;Chactidae;Hadrurochactas brejo;Escorpião;Criticamente em Perigo (CR);CR;"Caatinga; Mata Atlântica";"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Não;Não;1;Sim;CE
Fauna;Peixes Marinhos;Labridae;Halichoeres rubrovirens;Bodião-fogueira;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;2;Sim;ES
Fauna;Invertebrados Aquáticos;Halichondriidae;Halichondria (Halichondria) cebimarensis;Esponja;Vulnerável (VU);VU;Marinho;"Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;SP
Fauna;Invertebrados Aquáticos;Halichondriidae;Halichondria (Halichondria) tenebrica;Esponja;Vulnerável (VU);VU;Marinho;"Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Nymphalidae;Hamadryas velutina browni;Borboleta;Em Perigo (EN);EN;"Cerrado; Pantanal";Agropecuária;Não;Não;Não;0;Não;MT
Fauna;Invertebrados Terrestres;Dipluridae;Harmonicon cerberus;Aranha-caranguejeira;Criticamente em Perigo (CR);CR;Amazônia;Mineracao;Sim;Não;Não;2;Sim;PA
Fauna;Aves;Accipitridae;Harpia harpyja;gavião-real;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal";Sim;Não;Não;4;Não;"AC; AM; AP; BA; DF; ES; GO; MA; MG; MS; MT; PA; PI; PR; RJ; RO; RR; RS; SC; SP; TO"
Fauna;Peixes Continentais;Loricariidae;Harttia depressa;Acari-cachimbo ;Em Perigo (EN);EN;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;AM
Fauna;Peixes Continentais;Loricariidae;Harttia dissidens;Acari-cachimbo ;Vulnerável (VU);VU;Amazônia;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;PA
Fauna;Peixes Continentais;Characidae;Hasemania crenuchoides;Lambari ;Vulnerável (VU);VU;Cerrado;"Agropecuária; Assentamento Humano:cidades; Especies Exoticas";Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Characidae;Hasemania piatan;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Doradidae;Hassar shewellkeimi;Botinho, Reco-reco ;Vulnerável (VU);VU;"Amazônia; Cerrado";"Agropecuária; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Não;MT
Fauna;Invertebrados Terrestres;Nymphalidae;Heliconius nattereri;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Sim;"BA; ES; MG; RJ"
Fauna;Peixes Continentais;Loricariidae;Hemiancistrus megalopteryx;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Mineracao;Não;Sim;Não;1;Sim;SC
Fauna;Peixes Continentais;Loricariidae;Hemipsilichthys gobio;Cascudo-piririca;Em Perigo (EN);EN;Mata Atlântica;"Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição";Sim;Sim;Não;2;Sim;"MG; RJ; SP"
Fauna;Aves;Rhynchocyclidae;Hemitriccus furcatus;Papa-moscas-estrela;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;3;Sim;"BA; MG; RJ; SP"
Fauna;Aves;Rhynchocyclidae;Hemitriccus griseipectus naumburgae;Maria-de-barriga-branca;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"AL; PB; PE; RN"
Fauna;Aves;Rhynchocyclidae;Hemitriccus kaempferi;Maria-catarinense;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;"PR; SC"
Fauna;Aves;Rhynchocyclidae;Hemitriccus mirandae;Maria-do-nordeste;Vulnerável (VU);VU;"Caatinga; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Queimadas";Sim;Sim;Não;3;Sim;"AL; CE; PB; PE"
Fauna;Peixes Continentais;Characidae;Henochilus wheatlandii;Andirá;Criticamente em Perigo (CR);CR;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Heptapteridae;Heptapterus multiradiatus;Bagrinho-do-tietê;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;Poluição;Não;Sim;Não;1;Sim;SP
Fauna;Invertebrados Terrestres;Papilionidae;Heraclides himeros baia;Borboleta;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Agropecuária;Sim;Sim;Não;3;Sim;"BA; PB; TO"
Fauna;Invertebrados Terrestres;Papilionidae;Heraclides himeros himeros;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Especies Exoticas; Mudanca Na Dinamica Das Especies Nativas";Não;Não;Não;0;Sim;"ES; RJ"
Fauna;Invertebrados Terrestres;Leptophlebiidae;Hermanella amere;Siriruia;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;1;Sim;ES
Fauna;Invertebrados Terrestres;Leptophlebiidae;Hermanella mazama;Siriruia;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Não;Não;Não;0;Sim;ES
Fauna;Invertebrados Terrestres;Leptophlebiidae;Hermanella nigra;Siriruia;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;0;Sim;ES
Fauna;Aves;Thamnophilidae;Herpsilochmus pileatus;Chorozinho-de-boné;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;BA
Fauna;Invertebrados Terrestres;Heteragrionidae;Heteragrion petienses;Libélula;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Agropecuária;Sim;Não;Não;2;Sim;"ES; MG"
Fauna;Répteis;Gymnophthalmidae;Heterodactylus lundii;"Cobra-de-pé; Briba; Cobrinha; Calango-que-vira-cobra; Cobra-de-vidro";Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Mineracao; Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Sim;Sim;Não;2;Sim;MG
Fauna;Répteis;Gymnophthalmidae;Heterodactylus septentrionalis;Desconhecido;Em Perigo (EN);EN;Caatinga;Agropecuária;Não;Sim;Não;1;Sim;BA
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus erectus;Cavalo-marinho;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; BA; CE; ES; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus patagonicus;Cavalo-marinho;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; BA;  ES; PE; PI; PR; RJ; SC; SE; SP"
Fauna;Peixes Marinhos;Syngnathidae;Hippocampus reidi;Cavalo-marinho;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;2;Não;"AL; BA; CE; ES; MA;  PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Continentais;Characidae;Hollandichthys taramandahy;Lambari-listrado;Em Perigo (EN);EN;"Mata Atlântica; Pampa";Mineracao;Sim;Sim;Sim;2;Sim;"RS; SC"
Fauna;Anfíbios;Craugastoridae;Holoaden bradei;Rãzinha-verrugosa-da-serra-de-brade;Criticamente em Perigo (CR);CR;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;4;Sim;"MG; RJ"
Fauna;Anfíbios;Craugastoridae;Holoaden luederwaldti;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;4;Sim;"MG; RJ; SP"
Fauna;Invertebrados Terrestres;Coenagrionidae;Homeoura lindneri;Libélula;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Não;SP
Fauna;Répteis;Phyllodactylidae;Homonota uruguayensis;Gecko-do-campo;Vulnerável (VU);VU;Pampa;"Agropecuária; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Não;RS
Fauna;Peixes Continentais;Loricariidae;Hopliancistrus tricornis;Bodó-seda;Em Perigo (EN);EN;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;PA
Fauna;Invertebrados Terrestres;Nymphalidae;Hyalyris fiammetta;Borboleta;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;"ES; MG; RJ"
Fauna;Invertebrados Terrestres;Nymphalidae;Hyalyris leptalina leptalina;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Répteis;Dipsadidae;Hydrodynastes melanogigas;Cobra-d'água-grande-do-tocantins;Em Perigo (EN);EN;Cerrado;"Assentamento Humano:cidades; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Sim;Informação não disponível
Fauna;Aves;Caprimulgidae;Hydropsalis candicans;Bacurau-de-rabo-branco;Vulnerável (VU);VU;Cerrado;Queimadas;Sim;Sim;Não;3;Não;"GO; ES; MG; MS; MT; RJ; SP"
Fauna;Aves;Dendrocolaptidae;Hylexetastes brigidai;Arapaçu-de-loro-cinza;Vulnerável (VU);VU;Amazônia;"Agropecuária; Queimadas";Sim;Sim;Não;3;Sim;"MT; PA"
Fauna;Aves;Grallariidae;Hylopezus paraensis;Torom-do-pará;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Sim;Não;3;Sim;PA
Fauna;Aves;Vireonidae;Hylophilus ochraceiceps rubrifrons;Vite-vite-uirapuru;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Sim;Não;2;Sim;"MA; MT; PA; TO"
Fauna;Peixes Continentais;Loricariidae;Hypancistrus zebra;Cascudo-zebra-imperial;Criticamente em Perigo (CR);CR;Amazônia;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Não;Sim;Sim;2;Sim;PA
Fauna;Peixes Continentais;Characidae;Hyphessobrycon coelestinus;Desconhecido;Em Perigo (EN);EN;Cerrado;Assentamento Humano:cidades;Sim;Sim;Sim;2;Sim;"DF; GO"
Fauna;Peixes Continentais;Characidae;Hyphessobrycon duragenys;Lambari;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Characidae;Hyphessobrycon flammeus;Tetra-vermelho;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"RJ; SP"
Fauna;Invertebrados Terrestres;Vesperidae;Hypocephalus armatus;Carocha;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;1;Sim;"BA; MG"
Fauna;Aves;Thamnophilidae;Hypocnemis ochrogyna;Cantador-ocráceo;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Sim;Não;4;Não;"MT; RO"
Fauna;Peixes Continentais;Anostomidae;Hypomasticus thayeri;Timburé;Em Perigo (EN);EN;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição";Sim;Sim;Não;3;Sim;"ES; MG; SP"
Fauna;Peixes Marinhos;Epinephelidae;Hyporthodus nigritus;Cherne-negro ;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"BA; ES; PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Epinephelidae;Hyporthodus niveatus;Cherne-verdadeiro;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Invertebrados Terrestres;Streptaxidae;Hypselartemon alveus;Caracol;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Desastres Naturais; Queimadas";Não;Não;Não;0;Sim;RJ
Fauna;Anfíbios;Hylidae;Hypsiboas curupi;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Não;"RS; SC"
Fauna;Anfíbios;Hylidae;Hypsiboas cymbalum;Desconhecido;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;Poluição;Sim;Sim;Não;4;Sim;SP
Fauna;Anfíbios;Hylidae;Hypsiboas semiguttatus;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"PR; SC"
Fauna;Peixes Continentais;Rivulidae;Hypsolebias adornatus;Peixe-anual;Vulnerável (VU);VU;Caatinga;Extracao Direta:Caça/Pesca;Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias alternatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias auratus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias brunoi;Peixe-anual;Vulnerável (VU);VU;Cerrado;"Agropecuária; Extracao Direta:Caça/Pesca";Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Hypsolebias carlettoi;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;Extracao Direta:Caça/Pesca;Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias fasciatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias flammeus;Peixe-da-chuva;Em Perigo (EN);EN;Cerrado;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Hypsolebias flavicaudatus;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Mata Atlântica";Agropecuária;Não;Não;Não;1;Sim;PE
Fauna;Peixes Continentais;Rivulidae;Hypsolebias fulminantis;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Industrias";Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias ghisolfii;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Industrias";Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias gibberatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias guanambi;Peixe-anual;Vulnerável (VU);VU;Caatinga;Outras Atividades Econômicas:Transporte;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias harmonicus;Peixe-anual;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias hellneri;Peixe-anual;Em Perigo (EN);EN;"Caatinga; Cerrado";Agropecuária;Sim;Sim;Não;2;Sim;"BA; MG"
Fauna;Peixes Continentais;Rivulidae;Hypsolebias igneus;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;Extracao Direta:Caça/Pesca;Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias janaubensis;Peixe-anual;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";Assentamento Humano:cidades;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias longignatus;Peixe-anual;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias lopesi;Peixe-anual;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias macaubensis;Peixe-anual;Criticamente em Perigo (CR);CR;Caatinga;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias magnificus;Peixe-anual;Em Perigo (EN);EN;"Caatinga; Cerrado";Agropecuária;Sim;Sim;Não;2;Sim;"BA; MG"
Fauna;Peixes Continentais;Rivulidae;Hypsolebias marginatus;Peixe-da-chuva;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias mediopapillatus;Peixe-anual;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca";Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias multiradiatus;Peixe-da-chuva;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias nielseni;Peixe-anual;Em Perigo (EN);EN;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias notatus;Peixe-da-chuva;Em Perigo (EN);EN;Cerrado;"Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Hypsolebias picturatus;Peixe-anual;Vulnerável (VU);VU;"Caatinga; Cerrado";Agropecuária;Não;Não;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias rufus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Transporte;Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Rivulidae;Hypsolebias similis;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias stellatus;Peixe-anual;Em Perigo (EN);EN;Cerrado;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias tocantinensis;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MA
Fauna;Peixes Continentais;Rivulidae;Hypsolebias trilineatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Rivulidae;Hypsolebias virgulatus;Peixe-anual;Criticamente em Perigo (CR);CR;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MG
Fauna;Invertebrados Terrestres;Corinnidae;Ianduba paubrasil;Aranha-formiga;Em Perigo (EN);EN;Mata Atlântica;"Extracao Florestal; Queimadas";Sim;Não;Não;3;Sim;"BA; ES"
Fauna;Invertebrados Terrestres;Gonyleptidae;Iandumoema setimapocu;Opilião;Em Perigo (EN);EN;Cerrado;"Agropecuária; Mineracao";Não;Não;Não;1;Sim;MG
Fauna;Invertebrados Terrestres;Gonyleptidae;Iandumoema uai;Opilião;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem";Sim;Sim;Não;3;Sim;MG
Fauna;Invertebrados Terrestres;Ideoroncidae;Ideoroncus cavicola;Pseudoescorpião;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Não;Não;3;Sim;"PR; SP"
Fauna;Mamíferos;Iniidae;Inia geoffrensis;Boto-cor-de-rosa;Em Perigo (EN);EN;"Amazônia; Cerrado";"Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;4;Não;"AC; AM; AP;  MT; PA; RO; RR"
Fauna;Aves;Tityridae;Iodopleura pipra;Anambezinho;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"AL; BA; ES; MG; PE; RJ; SE; SP"
Fauna;Aves;Tityridae;Iodopleura pipra leucopygia;Anambezinho;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim; PE
Fauna;Aves;Tityridae;Iodopleura pipra pipra;Anambezinho;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim;"BA; ES; MG; RJ; SP"
